Sl.No.,BO_MFClientID,DOB,InvestType,Paymentmode,FundType,MFNo,MFInvestment,Tenure,TenureInDays,Gender,ADDITIONALPRODUCTSPURCHASED,RFMID,Brokerage_Per_Day,Status
112726,560175,00:00.0,SIP,CHEQUE,ONGOING,1,26869.4037,7731,7731,F,N,151,3.475540512,Continuing
112727,560177,00:00.0,SIP,CHEQUE,ONGOING,1,121455.7299,9141,9141,M,N,151,13.28691936,Continuing
112728,560181,00:00.0,LUMSUM,CHEQUE,ONGOING,1,245839.6704,12052,12052,F,Y,424,20.3982468,Continuing
112729,560183,00:00.0,SIP,CHEQUE,ONGOING,3,262804.5409,16216,5405,M,N,152,48.62248675,Continuing
112730,560186,00:00.0,SIP,DD,ONGOING,3,6143.9482,25198,8399,M,Y,543,0.731509489,Continuing
112731,560188,00:00.0,SIP,CHEQUE,ONGOING,1,13505.0487,8264,8264,M,N,111,1.634202408,Continuing
112732,560189,00:00.0,SIP,CHEQUE,ONGOING,3,79483.0622,25224,8408,M,N,151,9.453266199,Continuing
112733,560198,00:00.0,SIP,CHEQUE,ONGOING,2,58004.3037,16898,8449,M,N,151,6.865227092,Continuing
112734,560206,00:00.0,SIP,CHEQUE,ONGOING,2,52979.6801,16818,8409,M,N,151,6.300354394,Continuing
112735,560207,00:00.0,SIP,CHEQUE,NFO,1,15123.897,2110,2110,F,N,151,7.167723697,Continuing
112736,560210,00:00.0,LUMSUM,CHEQUE,NFO,1,332615.2691,11,11,M,N,325,30237.75174,Continuing
112737,560217,00:00.0,SIP,CHEQUE,ONGOING,2,139691.6716,17562,8781,M,N,151,15.90840128,Continuing
112738,560218,00:00.0,LUMSUM,CHEQUE,ONGOING,2,1229792.664,1855,927,M,N,355,1326.637178,Continuing
112739,560220,00:00.0,LUMSUM,CHEQUE,ONGOING,2,2266652.547,18672,9336,F,N,153,242.7862625,Continuing
112740,560221,00:00.0,LUMSUM,CHEQUE,ONGOING,1,2000312.148,18025,18025,M,N,153,110.9743216,Continuing
112741,560227,00:00.0,SIP,CHEQUE,ONGOING,7,60481.2928,11140,1591,F,N,252,38.01464035,Continuing
112742,560234,00:00.0,SIP,CHEQUE,ONGOING,1,128482.9615,7705,7705,M,N,151,16.6752708,Continuing
112743,560239,00:00.0,SIP,CHEQUE,ONGOING,1,9980.174,659,659,M,Y,522,15.14442185,Continuing
112744,560240,00:00.0,LUMSUM,CHEQUE,ONGOING,5,163474.2081,18660,3732,F,N,322,43.80337838,Continuing
112745,560241,00:00.0,SIP,CHEQUE,ONGOING,3,157257.9518,22902,7634,M,N,544,20.5996793,Continuing
112746,560243,00:00.0,SIP,CHEQUE,ONGOING,1,155059.7028,9191,9191,M,N,111,16.87081958,Continuing
112747,560244,00:00.0,SIP,CHEQUE,ONGOING,2,9489.1734,611,305,M,Y,533,31.11204393,Continuing
112748,560247,00:00.0,SIP,CHEQUE,ONGOING,6,891264.0844,15527,2587,M,Y,424,344.5164609,Continuing
112749,560251,00:00.0,SIP,CHEQUE,ONGOING,1,80122.0769,3235,3235,F,N,522,24.76725716,Continuing
112750,560252,00:00.0,SIP,CHEQUE,ONGOING,1,8112.1093,8857,8857,M,N,151,0.915898081,Continuing
112751,560253,00:00.0,LUMSUM,CHEQUE,ONGOING,1,35989.9414,6,6,F,N,555,5998.323567,Continuing
112752,560258,00:00.0,LUMSUM,CHEQUE,NFO,1,132899.699,11,11,M,Y,111,12081.79082,Continuing
112753,560261,00:00.0,SIP,CHEQUE,ONGOING,2,87281.2366,15146,7573,F,N,151,11.52531845,Continuing
112754,560266,00:00.0,SIP,DD,ONGOING,3,182218.6387,20742,6914,M,N,152,26.3550244,Continuing
112755,560270,00:00.0,SIP,CHEQUE,ONGOING,3,446031.5282,27732,9244,M,Y,111,48.25092257,Continuing
112756,560272,00:00.0,SIP,CHEQUE,ONGOING,1,12870.3962,2363,2363,F,N,151,5.446634025,Continuing
112757,560273,00:00.0,SIP,CHEQUE,ONGOING,1,144626.5137,8490,8490,F,N,151,17.03492505,Continuing
112758,560274,00:00.0,LUMSUM,CHEQUE,ONGOING,5,3467736.343,87,17,F,N,555,203984.4908,Continuing
112759,560277,00:00.0,LUMSUM,CHEQUE,ONGOING,1,258760.1126,4,4,M,Y,323,64690.02815,Continuing
112760,560278,00:00.0,LUMSUM,CHEQUE,ONGOING,1,258760.1126,4,4,F,Y,313,64690.02815,Continuing
112761,560280,00:00.0,SIP,CHEQUE,ONGOING,1,399643.6594,8485,8485,F,N,111,47.10001879,Continuing
112762,560281,00:00.0,LUMSUM,CHEQUE,ONGOING,3,70743.67,10116,3372,M,Y,321,20.97973606,Continuing
112763,560282,00:00.0,SIP,CHEQUE,ONGOING,2,223993.2389,16185,8092,F,N,152,27.68082537,Continuing
112764,560283,00:00.0,SIP,CHEQUE,ONGOING,3,7605.6226,20511,6837,M,N,151,1.112421033,Continuing
112765,560285,00:00.0,LUMSUM,CHEQUE,ONGOING,30,3556806.503,652929,21764,M,Y,535,163.4261396,Continuing
112766,560286,00:00.0,SIP,CHEQUE,ONGOING,1,75704.2833,7088,7088,M,N,151,10.68062688,Continuing
112767,560288,00:00.0,LUMSUM,CHEQUE,ONGOING,2,57344.9169,4844,2422,M,N,151,23.67667915,Continuing
112768,560292,00:00.0,SIP,CHEQUE,ONGOING,5,83470.4408,8773,1754,F,Y,432,47.58862075,Continuing
112769,560293,00:00.0,SIP,CHEQUE,ONGOING,2,123133.2167,18467,9233,F,N,151,13.33620889,Continuing
112770,560295,00:00.0,SIP,CHEQUE,ONGOING,1,2603.8116,1628,1628,M,N,251,1.599392875,Continuing
112771,560296,00:00.0,LUMSUM,CHEQUE,ONGOING,4,273217.2175,10485,2621,M,Y,153,104.2415939,Continuing
112772,560303,00:00.0,SIP,CHEQUE,ONGOING,5,326307.4793,29547,5909,M,N,152,55.2221153,Continuing
112773,560305,00:00.0,SIP,CHEQUE,ONGOING,3,155978.0514,20542,6847,M,N,151,22.78049531,Continuing
112774,560306,00:00.0,SIP,CHEQUE,ONGOING,1,52917.825,8635,8635,F,N,151,6.128294731,Continuing
112775,560307,00:00.0,LUMSUM,CHEQUE,ONGOING,1,81875.8299,7768,7768,M,N,151,10.54014288,Continuing
112776,560310,00:00.0,SIP,CHEQUE,ONGOING,2,49868.1722,13756,6878,F,N,151,7.250388514,Continuing
112777,560334,00:00.0,LUMSUM,CHEQUE,ONGOING,1,350245.9093,526,526,F,Y,425,665.8667477,Continuing
112778,560366,00:00.0,SIP,CHEQUE,ONGOING,3,428238.4148,25356,8452,F,N,152,50.66711013,Continuing
112779,560367,00:00.0,LUMSUM,CHEQUE,NFO,11,814266.5782,3331,302,F,N,455,2696.246948,Continuing
112780,560370,00:00.0,LUMSUM,CHEQUE,ONGOING,2,128166.5271,11498,5749,F,N,151,22.29370797,Continuing
112781,560372,00:00.0,SIP,CHEQUE,ONGOING,2,56017.0811,16859,8429,M,N,151,6.645756448,Continuing
112782,560427,00:00.0,SIP,CHEQUE,ONGOING,1,146132.2818,8892,8892,M,Y,525,16.43412976,Continuing
112783,560429,00:00.0,LUMSUM,CHEQUE,ONGOING,5,1333194.898,14213,2842,F,N,154,469.1044679,Continuing
112784,560430,00:00.0,SIP,CHEQUE,ONGOING,1,133064.1154,8409,8409,F,N,151,15.82401182,Continuing
112785,560431,00:00.0,LUMSUM,CHEQUE,ONGOING,2,75011.8855,6,3,M,N,111,25003.96183,Continuing
112786,560432,00:00.0,SIP,CHEQUE,ONGOING,1,61254.2657,8479,8479,M,N,151,7.224232303,Continuing
112787,560444,00:00.0,LUMSUM,CHEQUE,NFO,25,8339646.998,315999,12639,M,Y,525,659.8344013,Continuing
112788,560453,00:00.0,SIP,CHEQUE,ONGOING,2,1025296.823,60258,30129,F,N,152,34.03023077,Continuing
112789,560564,00:00.0,SIP,CHEQUE,ONGOING,2,446589.6849,18419,9209,M,N,152,48.49491638,Continuing
112790,560566,00:00.0,SIP,CHEQUE,NFO,3,92679.7116,24916,8305,M,Y,432,11.15950772,Continuing
112791,560567,00:00.0,LUMSUM,CHEQUE,ONGOING,1,139018.8386,6,6,M,Y,325,23169.80643,Continuing
112792,560568,00:00.0,SIP,CHEQUE,ONGOING,4,99158.086,11386,2846,M,N,111,34.84121082,Continuing
112793,560569,00:00.0,SIP,CHEQUE,ONGOING,4,138945.393,14348,3587,F,N,152,38.73582186,Continuing
112794,560591,00:00.0,SIP,CHEQUE,ONGOING,1,3562.1494,7,7,M,N,555,508.8784857,Continuing
112795,560592,00:00.0,LUMSUM,CHEQUE,ONGOING,4,1696322.352,598862,149715,M,N,151,11.33034333,Completed
112796,560604,00:00.0,SIP,CHEQUE,ONGOING,1,61235.5404,9142,9142,F,N,151,6.698265194,Continuing
112797,560620,00:00.0,SIP,CHEQUE,ONGOING,4,161133.0983,24284,6071,M,N,111,26.54144265,Continuing
112798,560622,00:00.0,LUMSUM,CHEQUE,NFO,7,396775.2311,2402,343,M,N,455,1156.779099,Continuing
112799,560625,00:00.0,LUMSUM,CHEQUE,NFO,1,13897.5713,0,0,M,Y,523,inf,Stopped
112800,560629,00:00.0,SIP,CHEQUE,ONGOING,1,59755.4382,9225,9225,M,N,322,6.477554276,Continuing
112801,560630,00:00.0,SIP,CHEQUE,ONGOING,4,223405.3608,36986,9246,F,N,151,24.16237949,Continuing
112802,560631,00:00.0,SIP,CHEQUE,ONGOING,3,69977.203,18981,6327,F,N,111,11.06009214,Continuing
112803,560632,00:00.0,SIP,CHEQUE,ONGOING,1,28420.4285,8475,8475,M,N,111,3.353442891,Continuing
112804,560635,1899-12-30 00:00:00.000,SIP,CHEQUE,ONGOING,3,392235.2552,23660,7886,F,N,152,49.73817591,Continuing
112805,560639,00:00.0,SIP,CHEQUE,ONGOING,2,37746.113,14079,7039,F,N,151,5.362425487,Continuing
112806,560646,00:00.0,SIP,CHEQUE,ONGOING,2,23744.9662,16595,8297,M,N,151,2.861873713,Continuing
112807,560649,00:00.0,LUMSUM,CHEQUE,NFO,5,144938.1861,1204,240,M,Y,525,603.9091088,Continuing
112808,560651,00:00.0,LUMSUM,CHEQUE,ONGOING,3,3772974.908,51504,17168,M,N,153,219.7678767,Continuing
112809,560656,00:00.0,SIP,CHEQUE,ONGOING,1,4620.9593,2,2,M,N,111,2310.47965,Continuing
112810,560660,00:00.0,SIP,CHEQUE,ONGOING,2,61239.1539,18273,9136,F,N,111,6.703059753,Continuing
112811,560663,00:00.0,SIP,CHEQUE,ONGOING,1,29273.6579,9071,9071,M,N,151,3.227169871,Continuing
112812,560665,00:00.0,SIP,CHEQUE,ONGOING,2,134894.3821,15828,7914,F,N,151,17.04503185,Continuing
112813,560667,00:00.0,LUMSUM,CHEQUE,NFO,7,436785.1263,2484,354,M,N,422,1233.856289,Continuing
112814,560669,00:00.0,SIP,CHEQUE,ONGOING,1,32026.4018,8482,8482,M,N,151,3.775807805,Continuing
112815,560672,00:00.0,SIP,CHEQUE,NFO,2,23955.0187,6508,3254,M,Y,422,7.361714413,Continuing
112816,560673,00:00.0,SIP,CHEQUE,ONGOING,2,263244.3254,15645,7822,F,N,111,33.65434996,Continuing
112817,560680,00:00.0,SIP,CHEQUE,ONGOING,2,127661.4395,14892,7446,M,N,151,17.14496904,Continuing
112818,560681,00:00.0,SIP,CHEQUE,ONGOING,1,1976.86,7770,7770,M,N,151,0.254422136,Continuing
112819,560685,00:00.0,SIP,CHEQUE,ONGOING,1,27266.8306,7743,7743,F,N,524,3.521481415,Continuing
112820,560687,00:00.0,SIP,CHEQUE,ONGOING,1,26158.1899,7753,7753,F,N,323,3.373944267,Continuing
112821,560692,00:00.0,SIP,CHEQUE,ONGOING,1,2611.0103,498,498,F,N,351,5.24299257,Continuing
112822,560693,00:00.0,LUMSUM,CHEQUE,NFO,3,305132.8756,8636,2878,F,Y,425,106.0225419,Continuing
112823,560695,00:00.0,SIP,CHEQUE,ONGOING,1,1569.0623,7,7,F,N,553,224.1517571,Continuing
112824,560701,00:00.0,SIP,CHEQUE,ONGOING,1,62744.7022,7069,7069,F,N,111,8.876036526,Continuing
112825,560702,00:00.0,SIP,CHEQUE,ONGOING,5,288206.9424,42433,8486,M,N,152,33.96263757,Continuing
112826,560706,00:00.0,SIP,CHEQUE,ONGOING,2,85416.9479,8481,4240,F,N,151,20.14550658,Continuing
112827,560707,00:00.0,LUMSUM,CHEQUE,NFO,1,34639.4006,0,0,F,Y,312,inf,Stopped
112828,560736,00:00.0,LUMSUM,CHEQUE,NFO,1,6911.6544,519,519,M,Y,522,13.31725318,Continuing
112829,560739,00:00.0,LUMSUM,CHEQUE,ONGOING,10,476853.5233,11225,1122,M,N,254,425.0031402,Continuing
112830,560742,00:00.0,LUMSUM,CHEQUE,ONGOING,1,2504342.111,9951,9951,M,Y,425,251.6673812,Continuing
112831,560743,00:00.0,SIP,CHEQUE,ONGOING,1,22522.5018,4977,4977,M,N,151,4.525316817,Continuing
112832,560744,00:00.0,SIP,CHEQUE,ONGOING,2,76345.1277,4374,2187,M,N,152,34.90860892,Continuing
112833,560747,00:00.0,SIP,CHEQUE,ONGOING,2,156465.7522,9913,4956,F,N,152,31.57097502,Continuing
112834,560749,00:00.0,LUMSUM,CHEQUE,ONGOING,17,652200.4656,42047,2473,M,N,154,263.7284535,Continuing
112835,560755,00:00.0,LUMSUM,CHEQUE,ONGOING,6,143214.9736,2110,351,M,N,454,408.0198678,Continuing
112836,560761,00:00.0,LUMSUM,CHEQUE,ONGOING,1,64207.067,8873,8873,F,N,151,7.236229798,Continuing
112837,560764,00:00.0,SIP,CHEQUE,NFO,1,5959.2914,8304,8304,M,N,151,0.717641065,Continuing
112838,560767,00:00.0,LUMSUM,CHEQUE,ONGOING,4,82941.7125,726,181,F,N,454,458.2415055,Continuing
112839,560769,00:00.0,SIP,CHEQUE,ONGOING,2,170817.8894,10558,5279,M,N,111,32.3580014,Continuing
112840,560774,00:00.0,SIP,CHEQUE,ONGOING,2,139110.4013,16894,8447,M,N,151,16.46861623,Continuing
112841,560775,00:00.0,LUMSUM,CHEQUE,ONGOING,2,771752.3482,110174,55087,F,N,151,14.00970008,Continuing
112842,560873,00:00.0,LUMSUM,CHEQUE,NFO,3,93876.2771,770,256,M,Y,323,366.7042074,Continuing
112843,560878,00:00.0,LUMSUM,CHEQUE,ONGOING,1,63950.76,8872,8872,M,N,151,7.208155996,Continuing
112844,560882,00:00.0,LUMSUM,CHEQUE,NFO,8,4571203.602,98224,12278,M,Y,525,372.3084869,Continuing
112845,560886,00:00.0,SIP,CHEQUE,NFO,1,57610.5044,8423,8423,M,Y,442,6.839665725,Continuing
112846,560891,00:00.0,LUMSUM,CHEQUE,NFO,1,68978.3178,0,0,M,Y,324,inf,Stopped
112847,560892,00:00.0,SIP,CHEQUE,NFO,1,151.0249,1044,1044,M,Y,341,0.144659866,Continuing
112848,560893,00:00.0,LUMSUM,CHEQUE,ONGOING,8,263703.9478,31735,3966,M,N,152,66.49116183,Continuing
112849,634154,00:00.0,LUMSUM,CHEQUE,ONGOING,1,49358.6169,8,8,F,N,555,6169.827113,Continuing
112850,634170,00:00.0,SIP,CHEQUE,ONGOING,1,16987.8394,562,562,F,N,111,30.22747224,Continuing
112851,634173,00:00.0,SIP,CHEQUE,ONGOING,2,35492.9049,1875,937,F,N,323,37.87930085,Continuing
112852,634175,00:00.0,SIP,CHEQUE,ONGOING,1,18839.3276,183,183,F,N,111,102.9471454,Continuing
112853,634180,00:00.0,SIP,CHEQUE,ONGOING,1,5102.0551,1,1,F,N,111,5102.0551,Stopped
112854,634186,00:00.0,SIP,CHEQUE,ONGOING,1,23463.3035,940,940,M,N,351,24.96096117,Continuing
112855,634193,00:00.0,SIP,CHEQUE,ONGOING,2,37280.8726,1839,919,M,N,352,40.56678194,Continuing
112856,634198,00:00.0,SIP,CHEQUE,ONGOING,3,61023.7105,1480,493,F,Y,422,123.7803458,Continuing
112857,634199,00:00.0,SIP,CHEQUE,ONGOING,1,5351.3274,640,640,M,N,351,8.361449063,Continuing
112858,634201,00:00.0,SIP,CHEQUE,ONGOING,1,13307.6326,639,639,F,N,111,20.82571612,Continuing
112859,634207,00:00.0,LUMSUM,CHEQUE,ONGOING,4,161094.3889,108740,27185,M,N,151,5.925855762,Continuing
112860,634211,00:00.0,SIP,CHEQUE,ONGOING,1,26390.3839,1098,1098,M,N,251,24.03495801,Continuing
112861,634213,00:00.0,SIP,CHEQUE,ONGOING,2,408.874,479,239,M,Y,111,1.710769874,Continuing
112862,634214,00:00.0,SIP,CHEQUE,ONGOING,1,1061.9562,7,7,M,Y,521,151.7080286,Continuing
112863,634217,00:00.0,LUMSUM,CHEQUE,ONGOING,7,302397.483,2877,411,F,N,533,735.7602993,Continuing
112864,634219,00:00.0,LUMSUM,CHEQUE,ONGOING,3,48954.34,178,59,F,N,111,829.7345763,Continuing
112865,634222,00:00.0,SIP,CHEQUE,ONGOING,2,78996.9128,1805,902,M,N,352,87.57972594,Continuing
112866,634224,00:00.0,SIP,CHEQUE,ONGOING,2,527886.7489,237,118,F,N,455,4473.616516,Continuing
112867,634325,00:00.0,LUMSUM,CHEQUE,NFO,3,676329.3877,406,135,F,N,455,5009.847316,Continuing
112868,634329,00:00.0,SIP,CHEQUE,ONGOING,1,11566.4683,767,767,M,N,351,15.0801412,Continuing
112869,634335,00:00.0,LUMSUM,CHEQUE,ONGOING,1,3206194.839,2,2,O,N,555,1603097.419,Continuing
112870,634336,00:00.0,SIP,CHEQUE,ONGOING,1,11968.8209,456,456,F,N,111,26.24741425,Continuing
112871,634381,00:00.0,SIP,CHEQUE,ONGOING,2,70564.2579,1671,835,M,N,352,84.50809329,Continuing
112872,634383,00:00.0,SIP,CHEQUE,ONGOING,2,13278.9492,449,224,M,N,452,59.28102321,Continuing
112873,634398,00:00.0,SIP,CHEQUE,ONGOING,2,30392.6492,604,302,M,N,453,100.6379113,Continuing
112874,634400,00:00.0,LUMSUM,CHEQUE,ONGOING,1,25637.9424,2,2,M,N,555,12818.9712,Continuing
112875,634417,00:00.0,LUMSUM,CHEQUE,ONGOING,3,120084.3845,1790,596,M,N,353,201.4838666,Continuing
112876,634418,00:00.0,SIP,CHEQUE,ONGOING,1,41680.6381,1129,1129,M,N,252,36.91819141,Continuing
112877,634420,00:00.0,SIP,CHEQUE,ONGOING,2,40814.1309,2248,1124,F,N,252,36.31150436,Continuing
112878,634421,00:00.0,SIP,CHEQUE,ONGOING,1,5084.7774,4,4,F,N,555,1271.19435,Continuing
112879,634422,00:00.0,LUMSUM,CHEQUE,NFO,3,66755.2645,1286,428,F,N,353,155.9702442,Continuing
112880,634423,00:00.0,LUMSUM,CHEQUE,ONGOING,3,14000.5279,123,41,F,Y,111,341.4762902,Continuing
112881,634488,00:00.0,SIP,CHEQUE,ONGOING,2,155887.9983,7706,3853,M,N,152,40.45886278,Continuing
112882,634491,00:00.0,SIP,CHEQUE,ONGOING,5,95292.7721,4380,876,M,N,353,108.7817033,Continuing
112883,634522,00:00.0,LUMSUM,CHEQUE,ONGOING,3,148519.1665,1356,452,M,Y,432,328.5822268,Continuing
112884,634523,00:00.0,SIP,CHEQUE,ONGOING,1,79291.8604,1120,1120,M,N,252,70.79630393,Continuing
112885,634526,00:00.0,SIP,CHEQUE,ONGOING,2,26728.8533,1755,877,F,N,352,30.47759783,Continuing
112886,634529,00:00.0,SIP,CHEQUE,ONGOING,2,16531.0701,1970,985,F,Y,433,16.78281228,Continuing
112887,634530,00:00.0,SIP,CHEQUE,ONGOING,3,8790.0474,175,58,M,N,553,151.5525414,Continuing
112888,634531,00:00.0,SIP,CHEQUE,ONGOING,1,69942.5568,891,891,M,N,352,78.49894141,Continuing
112889,634532,00:00.0,SIP,CHEQUE,ONGOING,4,301851.9298,4392,1098,M,N,254,274.9106829,Continuing
112890,634534,00:00.0,LUMSUM,CHEQUE,ONGOING,6,26761062.77,128467,21411,M,N,155,1249.874493,Continuing
112891,634535,00:00.0,SIP,CHEQUE,ONGOING,2,84627.6239,2265,1132,F,N,252,74.75938507,Continuing
112892,634550,00:00.0,SIP,CHEQUE,ONGOING,1,13020.6888,659,659,F,N,351,19.75825311,Continuing
112893,634552,00:00.0,SIP,CHEQUE,ONGOING,1,17190.367,863,863,M,N,351,19.91931286,Continuing
112894,634553,00:00.0,LUMSUM,CHEQUE,ONGOING,2,46053.2589,991,495,F,N,111,93.03688667,Continuing
112895,634554,00:00.0,SIP,CHEQUE,ONGOING,1,18903.0166,866,866,F,N,351,21.82796374,Continuing
112896,634555,00:00.0,SIP,CHEQUE,ONGOING,2,16834.0478,652,326,F,N,452,51.63818344,Continuing
112897,634556,00:00.0,SIP,CHEQUE,ONGOING,1,19061.6084,883,883,M,N,351,21.58732548,Continuing
112898,634558,00:00.0,SIP,CHEQUE,ONGOING,3,32392.8254,1139,379,F,N,352,85.46919631,Continuing
112899,634559,00:00.0,LUMSUM,CHEQUE,ONGOING,2,27655.6936,55,27,F,N,555,1024.284948,Continuing
112900,634560,00:00.0,SIP,CHEQUE,ONGOING,3,28123.213,2543,847,M,N,352,33.20332113,Continuing
112901,634561,00:00.0,SIP,CHEQUE,ONGOING,2,37738.7812,1753,876,F,N,352,43.08080046,Continuing
112902,634562,00:00.0,SIP,CHEQUE,ONGOING,3,28314.3888,984,328,F,N,455,86.3243561,Continuing
112903,634577,00:00.0,LUMSUM,CHEQUE,ONGOING,1,497948.6928,1,1,F,N,111,497948.6928,Stopped
112904,634578,00:00.0,SIP,CHEQUE,ONGOING,2,14901.5998,1768,884,F,N,351,16.85701335,Continuing
112905,634582,00:00.0,SIP,CHEQUE,ONGOING,2,76358.2198,1932,966,F,N,352,79.04577619,Continuing
112906,634583,00:00.0,SIP,CHEQUE,ONGOING,4,20218.343,3419,854,M,Y,525,23.67487471,Continuing
112907,634690,00:00.0,SIP,CHEQUE,ONGOING,4,43804.7206,2168,542,F,N,352,80.82051771,Continuing
112908,634691,00:00.0,SIP,CHEQUE,ONGOING,2,77322.6729,1089,544,F,N,111,142.1372664,Continuing
112909,634692,00:00.0,SIP,CHEQUE,ONGOING,2,23085.678,628,314,F,N,452,73.52126752,Continuing
112910,634693,00:00.0,SIP,CHEQUE,ONGOING,1,4434.2769,787,787,M,N,111,5.63440521,Continuing
112911,634694,00:00.0,LUMSUM,CHEQUE,NFO,1,93867.3064,0,0,M,Y,423,inf,Stopped
112912,634764,00:00.0,SIP,CHEQUE,ONGOING,2,16957.4418,2206,1103,M,N,522,15.37392729,Continuing
112913,634770,00:00.0,LUMSUM,CHEQUE,ONGOING,2,231225.5428,65,32,M,N,555,7225.798213,Continuing
112914,634780,00:00.0,SIP,CHEQUE,ONGOING,1,7067.3474,406,406,M,N,351,17.40725961,Continuing
112915,635126,00:00.0,LUMSUM,CHEQUE,ONGOING,1,38073.6156,4,4,M,N,555,9518.4039,Continuing
112916,635188,00:00.0,SIP,CHEQUE,ONGOING,3,99827.1663,2103,701,M,N,111,142.4067993,Continuing
112917,635190,00:00.0,LUMSUM,CHEQUE,NFO,2,165246.9772,32,16,M,Y,555,10327.93608,Continuing
112918,635192,00:00.0,LUMSUM,CHEQUE,NFO,1,93867.3064,0,0,F,N,555,inf,Stopped
112919,635193,00:00.0,SIP,CHEQUE,ONGOING,1,31125.2164,674,674,F,Y,521,46.17984629,Continuing
112920,635205,00:00.0,SIP,CHEQUE,ONGOING,2,12613.4707,1279,639,F,N,351,19.73939077,Continuing
112921,635206,00:00.0,SIP,CHEQUE,ONGOING,6,58119.0419,3965,660,M,N,352,88.05915439,Continuing
112922,635208,00:00.0,LUMSUM,CHEQUE,NFO,2,184862.7564,48,24,F,N,555,7702.61485,Continuing
112923,635209,00:00.0,LUMSUM,CHEQUE,NFO,1,9386.7306,0,0,F,N,111,inf,Stopped
112924,635210,00:00.0,SIP,CHEQUE,ONGOING,6,945384.2024,106058,17676,M,N,152,53.48405761,Continuing
112925,635212,00:00.0,SIP,CHEQUE,ONGOING,2,13026.9695,1120,560,M,Y,422,23.26244554,Continuing
112926,635215,00:00.0,SIP,CHEQUE,ONGOING,8,3821501.047,330022,41252,F,N,152,92.63795807,Continuing
112927,635217,00:00.0,LUMSUM,CHEQUE,NFO,1,187734.6128,0,0,F,N,555,inf,Stopped
112928,635220,00:00.0,SIP,CHEQUE,ONGOING,2,23523.1691,1749,874,M,N,111,26.91438112,Continuing
112929,635222,00:00.0,SIP,CHEQUE,ONGOING,1,2014.7729,887,887,F,N,351,2.271446336,Continuing
112930,635223,00:00.0,SIP,CHEQUE,ONGOING,1,3727.3771,59,59,M,N,552,63.17588305,Continuing
112931,635224,00:00.0,SIP,CHEQUE,NFO,1,938.6731,0,0,F,N,555,inf,Stopped
112932,635225,00:00.0,LUMSUM,CHEQUE,ONGOING,1,19305.7119,4,4,F,N,555,4826.427975,Continuing
112933,635247,00:00.0,SIP,CHEQUE,ONGOING,1,34925.8024,882,882,F,N,352,39.59841542,Continuing
112934,635248,00:00.0,SIP,CHEQUE,ONGOING,1,2411.8781,331,331,F,N,451,7.286640785,Continuing
112935,635249,00:00.0,SIP,CHEQUE,ONGOING,1,39071.7865,855,855,M,N,422,45.69799591,Continuing
112936,635252,00:00.0,SIP,CHEQUE,ONGOING,2,44769.9728,1806,903,M,Y,543,49.57915039,Continuing
112937,635253,00:00.0,LUMSUM,CHEQUE,NFO,4,85476.6959,1582,395,F,Y,111,216.3966985,Continuing
112938,635324,00:00.0,SIP,CHEQUE,ONGOING,1,16840.7226,874,874,F,N,351,19.26856133,Continuing
112939,635328,00:00.0,SIP,CHEQUE,ONGOING,1,18101.437,708,708,M,Y,111,25.56700141,Continuing
112940,635330,00:00.0,LUMSUM,CHEQUE,NFO,1,46933.6532,0,0,M,N,555,inf,Stopped
112941,635379,00:00.0,LUMSUM,CHEQUE,NFO,2,45365.6247,20,10,F,N,555,4536.56247,Continuing
112942,635380,00:00.0,SIP,CHEQUE,ONGOING,4,183671.0925,4234,1058,F,Y,535,173.6021668,Continuing
112943,635395,00:00.0,SIP,CHEQUE,ONGOING,4,30734.3039,2201,550,M,N,352,55.88055255,Continuing
112944,635400,00:00.0,LUMSUM,CHEQUE,NFO,3,123351.5618,1025,341,M,Y,111,361.7347853,Continuing
112945,635401,00:00.0,LUMSUM,CHEQUE,ONGOING,1,5140351.767,2,2,M,N,555,2570175.884,Continuing
112946,635403,00:00.0,SIP,CHEQUE,ONGOING,1,16575.8958,619,619,F,N,544,26.77850695,Continuing
112947,635404,00:00.0,SIP,CHEQUE,ONGOING,1,8670.3141,874,874,M,N,351,9.920267849,Continuing
112948,635407,00:00.0,LUMSUM,CHEQUE,NFO,3,67404.3331,1297,432,M,Y,542,156.0285488,Continuing
112949,635408,00:00.0,SIP,CHEQUE,ONGOING,1,14682.4582,871,871,M,N,351,16.85701286,Continuing
112950,635453,00:00.0,SIP,CHEQUE,ONGOING,2,11833.9242,675,337,F,N,452,35.11550208,Continuing
112951,635459,00:00.0,LUMSUM,CHEQUE,ONGOING,10,99169.6791,11665,1166,F,N,252,85.05118276,Continuing
112952,635460,00:00.0,SIP,CHEQUE,ONGOING,1,34349.267,639,639,F,N,111,53.75472144,Continuing
112953,635461,00:00.0,SIP,CHEQUE,ONGOING,4,95684.2133,30127,7531,F,N,532,12.70537954,Continuing
112954,635484,00:00.0,LUMSUM,CHEQUE,NFO,1,93867.3064,0,0,F,Y,322,inf,Stopped
112955,635485,00:00.0,SIP,CHEQUE,ONGOING,4,76706.7883,3524,881,F,N,352,87.06786413,Continuing
112956,635487,00:00.0,SIP,CHEQUE,ONGOING,1,501.1709,1,1,M,N,555,501.1709,Stopped
112957,635488,00:00.0,LUMSUM,CHEQUE,NFO,3,651526.3656,1263,421,F,N,355,1547.568564,Continuing
